01  ---------------------------------账号信息---------------------------------------- 
账号  0040@qq.com 
姓名  游离者っ 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  37 
体重  58 
身高  171 
月收入  13810 
住房情况  单位宿舍 
职位  工人 
宗教信仰  无宗教信仰 
作息时间  夜猫子 
是否愿意去对方城市  不愿意 
教育学历  初中(及以下) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  3个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  27,34 
身高范围  154,164 
对方教育程度  不限 
对方住房情况  不限 
对方地理位置  不限 
对方婚姻状况  不限 
对方信仰范围  佛教 
是否接受他有小孩  视情况而定 
对方收入  4062 
04  ---------------------------------性格特点---------------------------------------- 
.外向  6 , 5  
.强势  7 , 5  
.聪明  2 , 2  
.敏感  7 , 4  
.感性  4 , 5  
.热情  5 , 1  
.较真儿  7 , 2  
.急躁  1 , 6  
.有激情  4 , 1  
.活泼  6 , 2  
.喜欢让别人听自己的安排或指挥  6 , 3  
.心直口快  7 , 6  
.拘谨  6 , 4  
.对事物好奇  1 , 3  
.乐观  3 , 5  
.执著  1 , 1  
.稳重  2 , 5  
.浪漫  7 , 7  
.自私  6 , 1  
.固执己见  1 , 2  
.有主见  1 , 1  
.领导者  7 , 1  
.细心  2 , 2  
.理性  2 , 3  
.有耐心  3 , 4  
.对他人好奇  2 , 6  
.独立  6 , 1  
.善良  2 , 5  
.任性  5 , 1  
.爱发脾气  4 , 3  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  7   
,我总是试着去适应对方。  5   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  2   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  1   
,我擅长分析问题。  6   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  4   
,从感情上接近他人对你来说是件很容易的事。  1   
,对我而言，人们在情感方面接近我是困难的。  3   
,通常我会照顾别人的感受。  3   
,通常我坚持自己的意见和想法。  2   
,知难而退——遇到困难时我通常选择知难而退  1   
,当事情多发时，我一样可以从容应对。  2   
,我的理解能力很强，能迅速理解别人的意图  3   
