01  ---------------------------------账号信息---------------------------------------- 
账号  0196@qq.com 
姓名  真忐忑。 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  45 
体重  51 
身高  166 
月收入  14553 
住房情况  有房 
职位  务农 
宗教信仰  佛教 
作息时间  睡得较晚 
是否愿意去对方城市  视情况而定 
教育学历  高中(中专) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  35,42 
身高范围  149,159 
对方教育程度  不限 
对方住房情况  有房 
对方地理位置  同乡 
对方婚姻状况  丧偶 
对方信仰范围  其他宗教 
是否接受他有小孩  是 
对方收入  3093 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 2  
.强势  6 , 1  
.聪明  1 , 3  
.敏感  6 , 2  
.感性  1 , 6  
.热情  2 , 3  
.较真儿  6 , 4  
.急躁  7 , 3  
.有激情  3 , 1  
.活泼  6 , 1  
.喜欢让别人听自己的安排或指挥  6 , 4  
.心直口快  5 , 6  
.拘谨  3 , 7  
.对事物好奇  4 , 3  
.乐观  6 , 5  
.执著  2 , 6  
.稳重  5 , 1  
.浪漫  7 , 6  
.自私  6 , 4  
.固执己见  2 , 5  
.有主见  5 , 4  
.领导者  2 , 4  
.细心  4 , 1  
.理性  5 , 5  
.有耐心  2 , 6  
.对他人好奇  5 , 3  
.独立  7 , 1  
.善良  2 , 2  
.任性  3 , 7  
.爱发脾气  4 , 1  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  3   
,我总是试着去适应对方。  3   
,我总是试着去了解对方。  6   
,我总是试着尊重他人不同意见。  6   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  6   
,我擅长分析问题。  5   
,我的语言表达能力非常好。  3   
,我经常会拿不定主意，需要别人的指点。  5   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  2   
,通常我坚持自己的意见和想法。  3   
,知难而退——遇到困难时我通常选择知难而退  2   
,当事情多发时，我一样可以从容应对。  1   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  3   
,我总是喜欢问为什么。  5   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  5   
,我经常抱怨。  2   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  2   
,通常我愿意和别人讲道理。  2   
