01  ---------------------------------账号信息---------------------------------------- 
账号  110000000001@qq.com 
性别  女 
婚姻状态  丧偶 
02  ---------------------------------个人资料---------------------------------------- 
年龄  43 
体重  62 
身高  174 
月收入  29439 
住房情况  有房 
职位  工人 
宗教信仰  伊斯兰教 
作息时间  夜猫子 
是否愿意去对方城市  视情况而定 
教育学历  博士(及以上) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  3个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  46,53 
身高范围  181,191 
对方教育程度  博士(及以上) 
对方住房情况  购房按揭中 
对方地理位置  同省 
对方婚姻状况  丧偶 
对方信仰范围  佛教 
是否接受他有小孩  否 
对方收入  4142 
04  ---------------------------------性格特点---------------------------------------- 
.外向  6 , 7  
.强势  6 , 5  
.聪明  3 , 1  
.敏感  6 , 3  
.感性  2 , 4  
.热情  4 , 4  
.较真儿  6 , 1  
.急躁  7 , 1  
.有激情  5 , 5  
.活泼  6 , 1  
.喜欢让别人听自己的安排或指挥  2 , 5  
.心直口快  7 , 2  
.拘谨  6 , 1  
.对事物好奇  1 , 7  
.乐观  3 , 6  
.执著  2 , 3  
.稳重  7 , 4  
.浪漫  4 , 3  
.自私  2 , 2  
.固执己见  6 , 4  
.有主见  1 , 2  
.领导者  7 , 6  
.细心  6 , 1  
.理性  7 , 4  
.有耐心  3 , 4  
.对他人好奇  7 , 6  
.独立  7 , 4  
.善良  3 , 2  
.任性  3 , 4  
.爱发脾气  2 , 1  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  3   
,我总是试着去适应对方。  1   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  6   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  4   
,我擅长分析问题。  2   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  4   
,从感情上接近他人对你来说是件很容易的事。  7   
,对我而言，人们在情感方面接近我是困难的。  7   
,通常我会照顾别人的感受。  6   
,通常我坚持自己的意见和想法。  1   
,知难而退——遇到困难时我通常选择知难而退  3   
,当事情多发时，我一样可以从容应对。  6   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  2   
,我总是喜欢问为什么。  6   
,有冲突时，我总是试着妥善的解决。  4   
,当关系明确，我会对另一半敞开心扉。  4   
,我经常抱怨。  2   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  7   
,通常我愿意和别人讲道理。  4   
,当别人需要时，通常我愿意花时间帮助他们。  7   
,通常我能在交谈中抓住话题的要领。  4   
,我擅长制造浪漫。  5   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  4   
`善良  7   
`积极进取  2   
`有同情心  1   
`工作勤奋、努力  1   
`喜欢冒险  1   
`有责任心  6   
`有社会责任感  2   
`有正义感  5   
`生活中我是个很现实的人。  4   
`尊重长辈  3   
`宽容  1   
`讲究生活品质  1   
`喜欢宠物  6   
`喜欢做家务  6   
`有时间观念  7   
`心态平和  6   
`心存感恩  1   
`异性朋友很多  7   
`沉迷于某件事  7   
`有事业心  3   
`渴望性生活  1   
`渴望被对方关注  4   
`经常感到无聊，无可事事。  5   
`慷慨大方  3   
`真诚  3   
`乐于助人  6   
`知足常乐  5   
`有计划的做事  3   
`喜欢按规则办事  7   
`有爱心  6   
07  ---------------------------------人生价值观二---------------------------------------- 
!日久生情  1   
!一见钟情  3   
!在物质层面总希望能超过身边的人。  4   
!我很在乎她的外表。;我很在乎我的外表。  3   
!喜欢陪爱人逛街;我喜欢逛街并希望另一半陪同。  4   
!不断提升自我是非常重要的  5   
!经常把房间搞的一团糟。  2   
