01  ---------------------------------账号信息---------------------------------------- 
账号  0039@qq.com 
姓名  发拂霜 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  35 
体重  70 
身高  162 
月收入  17990 
住房情况  单位宿舍 
职位  务农 
宗教信仰  其他宗教 
作息时间  睡得较晚 
是否愿意去对方城市  视情况而定 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  25,32 
身高范围  145,155 
对方教育程度  不限 
对方住房情况  租房 
对方地理位置  同城 
对方婚姻状况  不限 
对方信仰范围  天主教 
是否接受他有小孩  是 
对方收入  4504 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 7  
.强势  2 , 6  
.聪明  7 , 3  
.敏感  5 , 3  
.感性  2 , 3  
.热情  5 , 6  
.较真儿  2 , 2  
.急躁  6 , 2  
.有激情  5 , 1  
.活泼  6 , 6  
.喜欢让别人听自己的安排或指挥  4 , 6  
.心直口快  1 , 6  
.拘谨  5 , 3  
.对事物好奇  4 , 1  
.乐观  1 , 4  
.执著  4 , 1  
.稳重  4 , 1  
.浪漫  6 , 7  
.自私  1 , 4  
.固执己见  3 , 7  
.有主见  6 , 2  
.领导者  1 , 4  
.细心  1 , 2  
.理性  7 , 6  
.有耐心  4 , 7  
.对他人好奇  1 , 1  
.独立  1 , 5  
.善良  7 , 5  
.任性  7 , 2  
.爱发脾气  2 , 5  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  7   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  6   
,我常常感到生活、工作有很大压力。  3   
,我擅长分析问题。  6   
,我的语言表达能力非常好。  2   
,我经常会拿不定主意，需要别人的指点。  5   
,从感情上接近他人对你来说是件很容易的事。  6   
,对我而言，人们在情感方面接近我是困难的。  5   
,通常我会照顾别人的感受。  7   
,通常我坚持自己的意见和想法。  1   
,知难而退——遇到困难时我通常选择知难而退  5   
,当事情多发时，我一样可以从容应对。  6   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  1   
,我总是喜欢问为什么。  2   
,有冲突时，我总是试着妥善的解决。  5   
,当关系明确，我会对另一半敞开心扉。  5   
,我经常抱怨。  4   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  4   
,通常我愿意和别人讲道理。  7   
,当别人需要时，通常我愿意花时间帮助他们。  6   
,通常我能在交谈中抓住话题的要领。  5   
,我擅长制造浪漫。  4   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  7   
`善良  2   
`积极进取  4   
`有同情心  3   
`工作勤奋、努力  4   
`喜欢冒险  3   
`有责任心  2   
`有社会责任感  1   
`有正义感  4   
`生活中我是个很现实的人。  7   
`尊重长辈  3   
`宽容  2   
`讲究生活品质  3   
`喜欢宠物  3   
`喜欢做家务  4   
`有时间观念  1   
`心态平和  4   
`心存感恩  6   
`异性朋友很多  2   
`沉迷于某件事  5   
`有事业心  5   
`渴望性生活  5   
`渴望被对方关注  5   
`经常感到无聊，无可事事。  1   
`慷慨大方  7   
`真诚  2   
`乐于助人  2   
`知足常乐  3   
`有计划的做事  4   
`喜欢按规则办事  3   
