01  ---------------------------------账号信息---------------------------------------- 
账号  0047@qq.com 
姓名  圣诞节、 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  34 
体重  88 
身高  174 
月收入  10589 
住房情况  单位宿舍 
职位  高管 
宗教信仰  佛教 
作息时间  夜猫子 
是否愿意去对方城市  视情况而定 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  24,31 
身高范围  157,167 
对方教育程度  博士(及以上) 
对方住房情况  购房按揭中 
对方地理位置  同城 
对方婚姻状况  丧偶 
对方信仰范围  基督教 
是否接受他有小孩  视情况而定 
对方收入  2789 
04  ---------------------------------性格特点---------------------------------------- 
.外向  6 , 2  
.强势  3 , 6  
.聪明  3 , 5  
.敏感  5 , 2  
.感性  3 , 1  
.热情  7 , 1  
.较真儿  4 , 1  
.急躁  6 , 7  
.有激情  5 , 1  
.活泼  1 , 7  
.喜欢让别人听自己的安排或指挥  2 , 3  
.心直口快  1 , 4  
.拘谨  1 , 3  
.对事物好奇  6 , 6  
.乐观  4 , 6  
.执著  2 , 6  
.稳重  5 , 1  
.浪漫  6 , 4  
.自私  4 , 3  
.固执己见  5 , 6  
.有主见  7 , 7  
.领导者  4 , 3  
.细心  2 , 6  
.理性  5 , 2  
.有耐心  5 , 2  
.对他人好奇  2 , 2  
.独立  2 , 6  
.善良  4 , 1  
.任性  3 , 5  
.爱发脾气  1 , 4  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  3   
,我总是试着去了解对方。  6   
,我总是试着尊重他人不同意见。  6   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  5   
,我擅长分析问题。  1   
,我的语言表达能力非常好。  2   
,我经常会拿不定主意，需要别人的指点。  2   
,从感情上接近他人对你来说是件很容易的事。  4   
,对我而言，人们在情感方面接近我是困难的。  2   
,通常我会照顾别人的感受。  1   
,通常我坚持自己的意见和想法。  2   
,知难而退——遇到困难时我通常选择知难而退  6   
,当事情多发时，我一样可以从容应对。  1   
,我的理解能力很强，能迅速理解别人的意图  5   
,我很容易生气。  2   
,我总是喜欢问为什么。  5   
