01  ---------------------------------账号信息---------------------------------------- 
账号  0087@qq.com 
姓名  眼睫毛 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  28 
体重  89 
身高  170 
月收入  9873 
住房情况  和家人同住 
职位  务农 
宗教信仰  无宗教信仰 
作息时间  夜猫子 
是否愿意去对方城市  视情况而定 
教育学历  硕士 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  4个及以上 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,25 
身高范围  153,163 
对方教育程度  不限 
对方住房情况  不限 
对方地理位置  国内 
对方婚姻状况  不限 
对方信仰范围  不限 
是否接受他有小孩  否 
对方收入  2884 
04  ---------------------------------性格特点---------------------------------------- 
.外向  3 , 5  
.强势  5 , 4  
.聪明  1 , 1  
.敏感  2 , 2  
.感性  2 , 5  
.热情  4 , 1  
.较真儿  1 , 4  
.急躁  3 , 2  
.有激情  1 , 7  
.活泼  6 , 5  
.喜欢让别人听自己的安排或指挥  6 , 2  
.心直口快  7 , 5  
.拘谨  6 , 1  
.对事物好奇  1 , 4  
.乐观  4 , 1  
.执著  1 , 1  
.稳重  6 , 6  
.浪漫  7 , 7  
.自私  7 , 7  
.固执己见  2 , 5  
.有主见  3 , 4  
.领导者  3 , 3  
.细心  6 , 5  
.理性  7 , 7  
.有耐心  1 , 1  
.对他人好奇  4 , 3  
.独立  7 , 6  
.善良  4 , 6  
.任性  1 , 4  
.爱发脾气  5 , 5  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  2   
,我总是试着去了解对方。  5   
,我总是试着尊重他人不同意见。  4   
,遇到问题时，我常常会感到束手无策。  7   
,我常常感到生活、工作有很大压力。  2   
,我擅长分析问题。  4   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  2   
,对我而言，人们在情感方面接近我是困难的。  5   
,通常我会照顾别人的感受。  2   
,通常我坚持自己的意见和想法。  4   
,知难而退——遇到困难时我通常选择知难而退  7   
,当事情多发时，我一样可以从容应对。  5   
,我的理解能力很强，能迅速理解别人的意图  2   
,我很容易生气。  4   
,我总是喜欢问为什么。  3   
,有冲突时，我总是试着妥善的解决。  2   
,当关系明确，我会对另一半敞开心扉。  1   
,我经常抱怨。  5   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  5   
,通常我愿意和别人讲道理。  6   
,当别人需要时，通常我愿意花时间帮助他们。  3   
,通常我能在交谈中抓住话题的要领。  1   
,我擅长制造浪漫。  1   
