01  ---------------------------------账号信息---------------------------------------- 
账号  0176@qq.com 
姓名  钻石心、 
性别  女 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  29 
体重  59 
身高  175 
月收入  28028 
住房情况  购房按揭中 
职位  高管 
宗教信仰  基督教 
作息时间  夜猫子 
是否愿意去对方城市  视情况而定 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  32,39 
身高范围  182,192 
对方教育程度  博士(及以上) 
对方住房情况  租房 
对方地理位置  同乡 
对方婚姻状况  丧偶 
对方信仰范围  基督教 
是否接受他有小孩  是 
对方收入  4657 
04  ---------------------------------性格特点---------------------------------------- 
.外向  7 , 2  
.强势  2 , 3  
.聪明  4 , 7  
.敏感  5 , 3  
.感性  5 , 2  
.热情  2 , 6  
.较真儿  2 , 6  
.急躁  7 , 5  
.有激情  5 , 3  
.活泼  5 , 1  
.喜欢让别人听自己的安排或指挥  2 , 6  
.心直口快  5 , 7  
.拘谨  5 , 6  
.对事物好奇  4 , 4  
.乐观  1 , 5  
.执著  3 , 6  
.稳重  1 , 2  
.浪漫  6 , 4  
.自私  6 , 1  
.固执己见  3 , 5  
.有主见  3 , 1  
.领导者  4 , 1  
.细心  6 , 5  
.理性  7 , 1  
.有耐心  2 , 7  
.对他人好奇  2 , 2  
.独立  7 , 5  
.善良  2 , 6  
.任性  5 , 1  
.爱发脾气  2 , 6  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  4   
,我总是试着去适应对方。  2   
,我总是试着去了解对方。  7   
,我总是试着尊重他人不同意见。  4   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  6   
,我擅长分析问题。  4   
,我的语言表达能力非常好。  6   
,我经常会拿不定主意，需要别人的指点。  1   
,从感情上接近他人对你来说是件很容易的事。  2   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  4   
,通常我坚持自己的意见和想法。  5   
,知难而退——遇到困难时我通常选择知难而退  4   
