01  ---------------------------------账号信息---------------------------------------- 
账号  0220@qq.com 
姓名  苦酒满。 
性别  男 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  38 
体重  79 
身高  163 
月收入  12987 
住房情况  和家人同住 
职位  单位职员 
宗教信仰  其他宗教 
作息时间  没规律 
是否愿意去对方城市  愿意 
教育学历  博士(及以上) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  3个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  28,35 
身高范围  146,156 
对方教育程度  不限 
对方住房情况  购房按揭中 
对方地理位置  不限 
对方婚姻状况  丧偶 
对方信仰范围  基督教 
是否接受他有小孩  否 
对方收入  4277 
04  ---------------------------------性格特点---------------------------------------- 
.外向  7 , 7  
.强势  4 , 7  
.聪明  2 , 7  
.敏感  7 , 1  
.感性  6 , 1  
.热情  3 , 5  
.较真儿  5 , 1  
.急躁  4 , 1  
.有激情  1 , 7  
.活泼  6 , 6  
.喜欢让别人听自己的安排或指挥  5 , 7  
.心直口快  2 , 1  
.拘谨  2 , 6  
.对事物好奇  7 , 7  
.乐观  1 , 2  
.执著  1 , 7  
.稳重  6 , 1  
.浪漫  5 , 5  
.自私  6 , 7  
.固执己见  4 , 6  
.有主见  7 , 4  
.领导者  7 , 7  
.细心  1 , 6  
.理性  6 , 5  
.有耐心  5 , 3  
.对他人好奇  5 , 2  
.独立  1 , 7  
.善良  1 , 1  
.任性  3 , 6  
.爱发脾气  4 , 4  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  7   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  1   
,我擅长分析问题。  7   
,我的语言表达能力非常好。  4   
,我经常会拿不定主意，需要别人的指点。  5   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  1   
,通常我会照顾别人的感受。  4   
,通常我坚持自己的意见和想法。  4   
,知难而退——遇到困难时我通常选择知难而退  7   
,当事情多发时，我一样可以从容应对。  6   
,我的理解能力很强，能迅速理解别人的意图  5   
,我很容易生气。  7   
,我总是喜欢问为什么。  3   
,有冲突时，我总是试着妥善的解决。  2   
,当关系明确，我会对另一半敞开心扉。  6   
,我经常抱怨。  1   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  4   
,通常我愿意和别人讲道理。  3   
,当别人需要时，通常我愿意花时间帮助他们。  5   
,通常我能在交谈中抓住话题的要领。  3   
,我擅长制造浪漫。  5   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  3   
`善良  2   
`积极进取  5   
`有同情心  7   
