01  ---------------------------------账号信息---------------------------------------- 
账号  0202@qq.com 
姓名  阴了天 
性别  女 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  21 
体重  65 
身高  166 
月收入  22329 
住房情况  购房按揭中 
职位  单位职员 
宗教信仰  无宗教信仰 
作息时间  早睡早起 
是否愿意去对方城市  视情况而定 
教育学历  博士(及以上) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  4个及以上 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  24,31 
身高范围  173,183 
对方教育程度  大专 
对方住房情况  有房 
对方地理位置  国内 
对方婚姻状况  离异 
对方信仰范围  其他宗教 
是否接受他有小孩  否 
对方收入  3573 
04  ---------------------------------性格特点---------------------------------------- 
.外向  2 , 4  
.强势  2 , 4  
.聪明  6 , 5  
.敏感  4 , 4  
.感性  5 , 2  
.热情  3 , 6  
.较真儿  1 , 1  
.急躁  5 , 3  
.有激情  6 , 7  
.活泼  4 , 1  
.喜欢让别人听自己的安排或指挥  1 , 4  
.心直口快  4 , 7  
.拘谨  4 , 7  
.对事物好奇  1 , 6  
.乐观  3 , 3  
.执著  3 , 6  
.稳重  1 , 6  
.浪漫  7 , 1  
.自私  7 , 3  
.固执己见  2 , 5  
.有主见  2 , 3  
.领导者  5 , 6  
.细心  6 , 4  
.理性  4 , 3  
.有耐心  3 , 3  
.对他人好奇  2 , 2  
.独立  1 , 5  
.善良  4 , 1  
.任性  6 , 7  
.爱发脾气  1 , 2  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  5   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  3   
,我擅长分析问题。  3   
,我的语言表达能力非常好。  3   
,我经常会拿不定主意，需要别人的指点。  3   
,从感情上接近他人对你来说是件很容易的事。  4   
,对我而言，人们在情感方面接近我是困难的。  5   
,通常我会照顾别人的感受。  1   
,通常我坚持自己的意见和想法。  4   
,知难而退——遇到困难时我通常选择知难而退  3   
,当事情多发时，我一样可以从容应对。  6   
,我的理解能力很强，能迅速理解别人的意图  7   
,我很容易生气。  7   
,我总是喜欢问为什么。  6   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  5   
,我经常抱怨。  1   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  6   
,通常我愿意和别人讲道理。  2   
,当别人需要时，通常我愿意花时间帮助他们。  7   
,通常我能在交谈中抓住话题的要领。  4   
,我擅长制造浪漫。  2   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  1   
`善良  2   
`积极进取  4   
`有同情心  2   
`工作勤奋、努力  7   
`喜欢冒险  7   
`有责任心  6   
`有社会责任感  3   
`有正义感  2   
`生活中我是个很现实的人。  7   
`尊重长辈  7   
`宽容  7   
`讲究生活品质  7   
`喜欢宠物  4   
`喜欢做家务  4   
`有时间观念  1   
`心态平和  3   
`心存感恩  7   
`异性朋友很多  5   
`沉迷于某件事  5   
`有事业心  1   
`渴望性生活  4   
`渴望被对方关注  4   
`经常感到无聊，无可事事。  6   
`慷慨大方  5   
`真诚  5   
`乐于助人  1   
`知足常乐  3   
`有计划的做事  1   
`喜欢按规则办事  3   
`有爱心  1   
07  ---------------------------------人生价值观二---------------------------------------- 
!日久生情  1   
