01  ---------------------------------账号信息---------------------------------------- 
账号  0168@qq.com 
姓名  弋微凉 
性别  女 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  26 
体重  47 
身高  172 
月收入  13367 
住房情况  单位宿舍 
职位  自由职业 
宗教信仰  伊斯兰教 
作息时间  睡得较晚 
是否愿意去对方城市  视情况而定 
教育学历  初中(及以下) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  29,36 
身高范围  179,189 
对方教育程度  不限 
对方住房情况  租房 
对方地理位置  同城 
对方婚姻状况  未婚 
对方信仰范围  不限 
是否接受他有小孩  是 
对方收入  3833 
04  ---------------------------------性格特点---------------------------------------- 
.外向  4 , 4  
.强势  4 , 1  
.聪明  1 , 2  
.敏感  3 , 7  
.感性  7 , 5  
.热情  4 , 2  
.较真儿  2 , 6  
.急躁  4 , 5  
.有激情  3 , 3  
.活泼  3 , 2  
.喜欢让别人听自己的安排或指挥  3 , 5  
.心直口快  7 , 5  
.拘谨  6 , 2  
.对事物好奇  1 , 1  
.乐观  3 , 6  
.执著  1 , 3  
.稳重  7 , 1  
.浪漫  1 , 6  
.自私  3 , 4  
.固执己见  4 , 2  
.有主见  4 , 4  
.领导者  6 , 4  
.细心  5 , 7  
.理性  5 , 3  
.有耐心  4 , 1  
.对他人好奇  2 , 1  
.独立  7 , 5  
.善良  4 , 5  
.任性  3 , 3  
.爱发脾气  5 , 2  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  5   
,我总是试着去了解对方。  7   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  4   
,我常常感到生活、工作有很大压力。  2   
,我擅长分析问题。  5   
,我的语言表达能力非常好。  5   
,我经常会拿不定主意，需要别人的指点。  3   
,从感情上接近他人对你来说是件很容易的事。  5   
,对我而言，人们在情感方面接近我是困难的。  5   
,通常我会照顾别人的感受。  4   
,通常我坚持自己的意见和想法。  4   
,知难而退——遇到困难时我通常选择知难而退  2   
,当事情多发时，我一样可以从容应对。  6   
,我的理解能力很强，能迅速理解别人的意图  5   
,我很容易生气。  1   
,我总是喜欢问为什么。  6   
,有冲突时，我总是试着妥善的解决。  2   
,当关系明确，我会对另一半敞开心扉。  5   
,我经常抱怨。  3   
