01  ---------------------------------账号信息---------------------------------------- 
账号  0070@qq.com 
姓名  斗地主 
性别  女 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  45 
体重  44 
身高  156 
月收入  14637 
住房情况  租房 
职位  单位职员 
宗教信仰  无宗教信仰 
作息时间  没规律 
是否愿意去对方城市  视情况而定 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  48,55 
身高范围  163,173 
对方教育程度  初中(及以下) 
对方住房情况  和家人同住 
对方地理位置  同城 
对方婚姻状况  未婚 
对方信仰范围  不限 
是否接受他有小孩  否 
对方收入  2273 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 3  
.强势  5 , 4  
.聪明  6 , 4  
.敏感  3 , 5  
.感性  2 , 4  
.热情  3 , 7  
.较真儿  2 , 2  
.急躁  5 , 7  
.有激情  3 , 3  
.活泼  4 , 2  
.喜欢让别人听自己的安排或指挥  2 , 5  
.心直口快  2 , 4  
.拘谨  1 , 5  
.对事物好奇  7 , 7  
.乐观  4 , 6  
.执著  1 , 2  
.稳重  5 , 3  
.浪漫  4 , 2  
.自私  2 , 7  
.固执己见  4 , 7  
.有主见  5 , 5  
.领导者  4 , 1  
.细心  6 , 3  
.理性  1 , 1  
.有耐心  6 , 4  
.对他人好奇  2 , 5  
.独立  6 , 4  
.善良  5 , 7  
.任性  1 , 2  
.爱发脾气  4 , 2  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  7   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  7   
,遇到问题时，我常常会感到束手无策。  6   
,我常常感到生活、工作有很大压力。  1   
,我擅长分析问题。  7   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  2   
,通常我会照顾别人的感受。  5   
,通常我坚持自己的意见和想法。  2   
,知难而退——遇到困难时我通常选择知难而退  4   
,当事情多发时，我一样可以从容应对。  4   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  1   
,我总是喜欢问为什么。  7   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  7   
,我经常抱怨。  6   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  5   
,通常我愿意和别人讲道理。  4   
,当别人需要时，通常我愿意花时间帮助他们。  2   
,通常我能在交谈中抓住话题的要领。  6   
,我擅长制造浪漫。  2   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  2   
`善良  4   
`积极进取  7   
`有同情心  1   
`工作勤奋、努力  2   
`喜欢冒险  3   
`有责任心  6   
`有社会责任感  6   
`有正义感  4   
`生活中我是个很现实的人。  4   
`尊重长辈  3   
`宽容  4   
`讲究生活品质  7   
`喜欢宠物  6   
`喜欢做家务  7   
`有时间观念  5   
`心态平和  3   
`心存感恩  3   
`异性朋友很多  7   
`沉迷于某件事  3   
`有事业心  4   
`渴望性生活  1   
`渴望被对方关注  5   
`经常感到无聊，无可事事。  4   
