01  ---------------------------------账号信息---------------------------------------- 
账号  0154@qq.com 
姓名  花洛奇 
性别  男 
婚姻状态  丧偶 
02  ---------------------------------个人资料---------------------------------------- 
年龄  25 
体重  57 
身高  179 
月收入  16421 
住房情况  单位宿舍 
职位  单位负责人 
宗教信仰  伊斯兰教 
作息时间  没规律 
是否愿意去对方城市  愿意 
教育学历  大专 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,22 
身高范围  162,172 
对方教育程度  不限 
对方住房情况  有房 
对方地理位置  不限 
对方婚姻状况  不限 
对方信仰范围  天主教 
是否接受他有小孩  是 
对方收入  2015 
04  ---------------------------------性格特点---------------------------------------- 
.外向  4 , 3  
.强势  4 , 6  
.聪明  2 , 3  
.敏感  5 , 5  
.感性  5 , 3  
.热情  7 , 2  
.较真儿  5 , 2  
.急躁  2 , 5  
.有激情  1 , 6  
.活泼  1 , 4  
.喜欢让别人听自己的安排或指挥  4 , 6  
.心直口快  1 , 6  
.拘谨  4 , 6  
.对事物好奇  4 , 6  
.乐观  7 , 3  
.执著  5 , 5  
.稳重  6 , 2  
.浪漫  3 , 1  
.自私  4 , 6  
.固执己见  5 , 2  
.有主见  5 , 7  
.领导者  6 , 5  
.细心  5 , 5  
.理性  3 , 6  
.有耐心  1 , 6  
.对他人好奇  4 , 7  
.独立  1 , 4  
.善良  3 , 3  
.任性  7 , 5  
.爱发脾气  1 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  7   
,我总是试着去适应对方。  5   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  3   
,遇到问题时，我常常会感到束手无策。  1   
,我常常感到生活、工作有很大压力。  4   
,我擅长分析问题。  7   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  3   
,从感情上接近他人对你来说是件很容易的事。  5   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  1   
,通常我坚持自己的意见和想法。  6   
,知难而退——遇到困难时我通常选择知难而退  4   
,当事情多发时，我一样可以从容应对。  4   
,我的理解能力很强，能迅速理解别人的意图  7   
,我很容易生气。  1   
,我总是喜欢问为什么。  3   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  4   
,我经常抱怨。  3   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  2   
,通常我愿意和别人讲道理。  2   
,当别人需要时，通常我愿意花时间帮助他们。  3   
,通常我能在交谈中抓住话题的要领。  2   
,我擅长制造浪漫。  2   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  3   
`善良  6   
`积极进取  1   
`有同情心  6   
`工作勤奋、努力  6   
`喜欢冒险  1   
`有责任心  6   
`有社会责任感  5   
`有正义感  3   
`生活中我是个很现实的人。  5   
`尊重长辈  5   
