01  ---------------------------------账号信息---------------------------------------- 
账号  0140@qq.com 
姓名  忆逝逝 
性别  男 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  23 
体重  55 
身高  173 
月收入  14822 
住房情况  购房按揭中 
职位  工人 
宗教信仰  基督教 
作息时间  夜猫子 
是否愿意去对方城市  愿意 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,20 
身高范围  156,166 
对方教育程度  博士(及以上) 
对方住房情况  不限 
对方地理位置  不限 
对方婚姻状况  不限 
对方信仰范围  基督教 
是否接受他有小孩  否 
对方收入  2278 
04  ---------------------------------性格特点---------------------------------------- 
.外向  2 , 4  
.强势  5 , 7  
.聪明  5 , 4  
.敏感  1 , 7  
.感性  5 , 3  
.热情  5 , 7  
.较真儿  6 , 7  
.急躁  3 , 4  
.有激情  2 , 1  
.活泼  7 , 4  
.喜欢让别人听自己的安排或指挥  1 , 4  
.心直口快  3 , 6  
.拘谨  2 , 6  
.对事物好奇  6 , 4  
.乐观  4 , 1  
.执著  5 , 7  
.稳重  4 , 7  
.浪漫  5 , 2  
.自私  5 , 4  
.固执己见  7 , 4  
.有主见  1 , 5  
.领导者  7 , 5  
.细心  7 , 2  
.理性  6 , 1  
.有耐心  5 , 6  
.对他人好奇  4 , 4  
.独立  4 , 1  
.善良  2 , 3  
.任性  7 , 6  
.爱发脾气  3 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  5   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  2   
,我总是试着尊重他人不同意见。  4   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  5   
,我擅长分析问题。  4   
,我的语言表达能力非常好。  7   
,我经常会拿不定主意，需要别人的指点。  7   
,从感情上接近他人对你来说是件很容易的事。  7   
,对我而言，人们在情感方面接近我是困难的。  7   
,通常我会照顾别人的感受。  3   
,通常我坚持自己的意见和想法。  7   
,知难而退——遇到困难时我通常选择知难而退  1   
,当事情多发时，我一样可以从容应对。  2   
