01  ---------------------------------账号信息---------------------------------------- 
账号  0138@qq.com 
姓名  忆往昔 
性别  女 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  34 
体重  53 
身高  175 
月收入  7040 
住房情况  租房 
职位  高管 
宗教信仰  伊斯兰教 
作息时间  早睡早起 
是否愿意去对方城市  不愿意 
教育学历  高中(中专) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  37,44 
身高范围  182,192 
对方教育程度  初中(及以下) 
对方住房情况  单位宿舍 
对方地理位置  同省 
对方婚姻状况  离异 
对方信仰范围  基督教 
是否接受他有小孩  否 
对方收入  3189 
04  ---------------------------------性格特点---------------------------------------- 
.外向  3 , 2  
.强势  1 , 5  
.聪明  6 , 3  
.敏感  6 , 6  
.感性  5 , 6  
.热情  3 , 7  
.较真儿  3 , 6  
.急躁  1 , 6  
.有激情  5 , 2  
.活泼  1 , 7  
.喜欢让别人听自己的安排或指挥  4 , 7  
.心直口快  3 , 4  
.拘谨  6 , 6  
.对事物好奇  5 , 2  
.乐观  2 , 2  
.执著  5 , 3  
.稳重  4 , 5  
.浪漫  5 , 3  
.自私  7 , 6  
.固执己见  7 , 3  
.有主见  3 , 5  
.领导者  3 , 4  
.细心  1 , 6  
.理性  1 , 2  
.有耐心  3 , 1  
.对他人好奇  1 , 2  
.独立  4 , 7  
.善良  2 , 5  
.任性  2 , 3  
.爱发脾气  3 , 3  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  5   
,我总是试着尊重他人不同意见。  7   
,遇到问题时，我常常会感到束手无策。  7   
,我常常感到生活、工作有很大压力。  6   
,我擅长分析问题。  5   
,我的语言表达能力非常好。  4   
,我经常会拿不定主意，需要别人的指点。  3   
,从感情上接近他人对你来说是件很容易的事。  1   
,对我而言，人们在情感方面接近我是困难的。  7   
,通常我会照顾别人的感受。  1   
,通常我坚持自己的意见和想法。  3   
,知难而退——遇到困难时我通常选择知难而退  7   
,当事情多发时，我一样可以从容应对。  4   
,我的理解能力很强，能迅速理解别人的意图  7   
,我很容易生气。  6   
,我总是喜欢问为什么。  1   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  3   
,我经常抱怨。  4   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  4   
,通常我愿意和别人讲道理。  2   
,当别人需要时，通常我愿意花时间帮助他们。  2   
,通常我能在交谈中抓住话题的要领。  1   
,我擅长制造浪漫。  1   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  2   
`善良  6   
`积极进取  4   
`有同情心  5   
`工作勤奋、努力  1   
`喜欢冒险  1   
`有责任心  7   
`有社会责任感  5   
`有正义感  2   
`生活中我是个很现实的人。  6   
`尊重长辈  4   
`宽容  1   
`讲究生活品质  3   
`喜欢宠物  1   
`喜欢做家务  2   
`有时间观念  5   
`心态平和  2   
`心存感恩  7   
`异性朋友很多  1   
`沉迷于某件事  1   
`有事业心  2   
`渴望性生活  2   
`渴望被对方关注  1   
`经常感到无聊，无可事事。  5   
`慷慨大方  7   
`真诚  7   
`乐于助人  2   
`知足常乐  3   
`有计划的做事  2   
`喜欢按规则办事  6   
`有爱心  3   
07  ---------------------------------人生价值观二---------------------------------------- 
!日久生情  6   
!一见钟情  5   
!在物质层面总希望能超过身边的人。  2   
!我很在乎她的外表。;我很在乎我的外表。  3   
!喜欢陪爱人逛街;我喜欢逛街并希望另一半陪同。  6   
!不断提升自我是非常重要的  6   
