01  ---------------------------------账号信息---------------------------------------- 
账号  0037@qq.com 
姓名  翠巧 
性别  男 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  24 
体重  50 
身高  160 
月收入  16778 
住房情况  单位宿舍 
职位  中层管理 
宗教信仰  佛教 
作息时间  睡得较晚 
是否愿意去对方城市  视情况而定 
教育学历  初中(及以下) 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,21 
身高范围  143,153 
对方教育程度  硕士 
对方住房情况  不限 
对方地理位置  同乡 
对方婚姻状况  不限 
对方信仰范围  佛教 
是否接受他有小孩  是 
对方收入  3616 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 7  
.强势  4 , 3  
.聪明  5 , 1  
.敏感  4 , 3  
.感性  7 , 2  
.热情  3 , 5  
.较真儿  7 , 2  
.急躁  6 , 3  
.有激情  1 , 1  
.活泼  4 , 1  
.喜欢让别人听自己的安排或指挥  5 , 3  
.心直口快  4 , 1  
.拘谨  6 , 1  
.对事物好奇  6 , 5  
.乐观  6 , 6  
.执著  1 , 3  
.稳重  5 , 2  
.浪漫  7 , 5  
.自私  1 , 2  
.固执己见  6 , 1  
.有主见  7 , 5  
.领导者  5 , 2  
.细心  5 , 6  
.理性  1 , 6  
.有耐心  7 , 5  
.对他人好奇  2 , 3  
.独立  3 , 2  
.善良  3 , 3  
.任性  2 , 4  
.爱发脾气  7 , 4  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  5   
,我总是试着去适应对方。  7   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  2   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  1   
,我擅长分析问题。  3   
,我的语言表达能力非常好。  3   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  5   
,对我而言，人们在情感方面接近我是困难的。  4   
,通常我会照顾别人的感受。  4   
,通常我坚持自己的意见和想法。  1   
,知难而退——遇到困难时我通常选择知难而退  1   
,当事情多发时，我一样可以从容应对。  1   
,我的理解能力很强，能迅速理解别人的意图  5   
,我很容易生气。  2   
,我总是喜欢问为什么。  2   
,有冲突时，我总是试着妥善的解决。  2   
,当关系明确，我会对另一半敞开心扉。  3   
,我经常抱怨。  6   
