01  ---------------------------------账号信息---------------------------------------- 
账号  0029@qq.com 
姓名  岁月笺 
性别  男 
婚姻状态  未婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  40 
体重  83 
身高  168 
月收入  5769 
住房情况  购房按揭中 
职位  中层管理 
宗教信仰  其他宗教 
作息时间  没规律 
是否愿意去对方城市  不愿意 
教育学历  大专 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  30,37 
身高范围  151,161 
对方教育程度  硕士 
对方住房情况  单位宿舍 
对方地理位置  同城 
对方婚姻状况  丧偶 
对方信仰范围  基督教 
是否接受他有小孩  视情况而定 
对方收入  2681 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 6  
.强势  3 , 3  
.聪明  1 , 2  
.敏感  5 , 1  
.感性  4 , 3  
.热情  1 , 5  
.较真儿  4 , 4  
.急躁  3 , 2  
.有激情  5 , 1  
.活泼  7 , 2  
.喜欢让别人听自己的安排或指挥  5 , 4  
.心直口快  5 , 5  
.拘谨  1 , 2  
.对事物好奇  3 , 2  
.乐观  7 , 1  
.执著  2 , 3  
.稳重  3 , 3  
.浪漫  5 , 4  
.自私  6 , 1  
.固执己见  2 , 7  
.有主见  5 , 1  
.领导者  5 , 7  
.细心  4 , 7  
.理性  5 , 7  
.有耐心  6 , 6  
.对他人好奇  1 , 6  
.独立  1 , 3  
.善良  3 , 6  
.任性  2 , 7  
.爱发脾气  1 , 1  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  4   
,我总是试着去适应对方。  3   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  3   
,我擅长分析问题。  3   
,我的语言表达能力非常好。  7   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  2   
,对我而言，人们在情感方面接近我是困难的。  5   
,通常我会照顾别人的感受。  4   
,通常我坚持自己的意见和想法。  3   
,知难而退——遇到困难时我通常选择知难而退  7   
,当事情多发时，我一样可以从容应对。  2   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  3   
,我总是喜欢问为什么。  3   
