01  ---------------------------------账号信息---------------------------------------- 
账号  0136@qq.com 
姓名  钢琴曲 
性别  男 
婚姻状态  丧偶 
02  ---------------------------------个人资料---------------------------------------- 
年龄  18 
体重  68 
身高  182 
月收入  15526 
住房情况  和家人同住 
职位  单位职员 
宗教信仰  佛教 
作息时间  睡得较晚 
是否愿意去对方城市  不愿意 
教育学历  大专 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,18 
身高范围  165,175 
对方教育程度  博士(及以上) 
对方住房情况  单位宿舍 
对方地理位置  同城 
对方婚姻状况  离异 
对方信仰范围  天主教 
是否接受他有小孩  否 
对方收入  3112 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 4  
.强势  5 , 7  
.聪明  4 , 7  
.敏感  7 , 6  
.感性  1 , 7  
.热情  6 , 2  
.较真儿  7 , 7  
.急躁  2 , 7  
.有激情  7 , 4  
.活泼  6 , 7  
.喜欢让别人听自己的安排或指挥  6 , 4  
.心直口快  7 , 5  
.拘谨  6 , 3  
.对事物好奇  2 , 3  
.乐观  7 , 3  
.执著  6 , 5  
.稳重  7 , 1  
.浪漫  4 , 2  
.自私  7 , 2  
.固执己见  3 , 2  
.有主见  7 , 6  
.领导者  4 , 4  
.细心  7 , 7  
.理性  7 , 3  
.有耐心  6 , 1  
.对他人好奇  6 , 3  
.独立  3 , 7  
.善良  3 , 2  
.任性  4 , 4  
.爱发脾气  2 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  6   
,我总是试着去适应对方。  2   
,我总是试着去了解对方。  3   
,我总是试着尊重他人不同意见。  4   
,遇到问题时，我常常会感到束手无策。  7   
,我常常感到生活、工作有很大压力。  3   
,我擅长分析问题。  1   
,我的语言表达能力非常好。  1   
,我经常会拿不定主意，需要别人的指点。  4   
,从感情上接近他人对你来说是件很容易的事。  7   
,对我而言，人们在情感方面接近我是困难的。  2   
,通常我会照顾别人的感受。  7   
,通常我坚持自己的意见和想法。  5   
,知难而退——遇到困难时我通常选择知难而退  7   
,当事情多发时，我一样可以从容应对。  3   
,我的理解能力很强，能迅速理解别人的意图  6   
,我很容易生气。  2   
,我总是喜欢问为什么。  2   
,有冲突时，我总是试着妥善的解决。  2   
,当关系明确，我会对另一半敞开心扉。  1   
,我经常抱怨。  4   
