01  ---------------------------------账号信息---------------------------------------- 
账号  0116@qq.com 
姓名  见个面 
性别  男 
婚姻状态  丧偶 
02  ---------------------------------个人资料---------------------------------------- 
年龄  24 
体重  86 
身高  160 
月收入  10052 
住房情况  有房 
职位  高管 
宗教信仰  基督教 
作息时间  没规律 
是否愿意去对方城市  不愿意 
教育学历  大专 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,21 
身高范围  143,153 
对方教育程度  本科 
对方住房情况  租房 
对方地理位置  同省 
对方婚姻状况  未婚 
对方信仰范围  天主教 
是否接受他有小孩  视情况而定 
对方收入  3624 
04  ---------------------------------性格特点---------------------------------------- 
.外向  2 , 5  
.强势  3 , 5  
.聪明  1 , 7  
.敏感  4 , 5  
.感性  7 , 6  
.热情  6 , 6  
.较真儿  2 , 2  
.急躁  7 , 5  
.有激情  4 , 7  
.活泼  5 , 6  
.喜欢让别人听自己的安排或指挥  3 , 2  
.心直口快  6 , 1  
.拘谨  3 , 1  
.对事物好奇  4 , 6  
.乐观  2 , 3  
.执著  4 , 5  
.稳重  4 , 1  
.浪漫  4 , 3  
.自私  5 , 5  
.固执己见  4 , 6  
.有主见  7 , 5  
.领导者  7 , 2  
.细心  7 , 7  
.理性  6 , 6  
.有耐心  5 , 5  
.对他人好奇  6 , 5  
.独立  4 , 7  
.善良  6 , 1  
.任性  2 , 7  
.爱发脾气  6 , 6  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  5   
,我总是试着去适应对方。  1   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  3   
,遇到问题时，我常常会感到束手无策。  1   
,我常常感到生活、工作有很大压力。  3   
,我擅长分析问题。  1   
,我的语言表达能力非常好。  4   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  4   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  2   
,通常我坚持自己的意见和想法。  2   
,知难而退——遇到困难时我通常选择知难而退  3   
,当事情多发时，我一样可以从容应对。  5   
,我的理解能力很强，能迅速理解别人的意图  2   
,我很容易生气。  2   
,我总是喜欢问为什么。  4   
,有冲突时，我总是试着妥善的解决。  7   
,当关系明确，我会对另一半敞开心扉。  1   
,我经常抱怨。  7   
