01  ---------------------------------账号信息---------------------------------------- 
账号  0038@qq.com 
姓名  泪光雨 
性别  女 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  30 
体重  61 
身高  175 
月收入  12847 
住房情况  购房按揭中 
职位  工人 
宗教信仰  佛教 
作息时间  睡得较晚 
是否愿意去对方城市  不愿意 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  33,40 
身高范围  182,192 
对方教育程度  不限 
对方住房情况  和家人同住 
对方地理位置  同城 
对方婚姻状况  不限 
对方信仰范围  伊斯兰教 
是否接受他有小孩  否 
对方收入  3863 
04  ---------------------------------性格特点---------------------------------------- 
.外向  7 , 4  
.强势  4 , 5  
.聪明  2 , 3  
.敏感  3 , 7  
.感性  5 , 6  
.热情  3 , 7  
.较真儿  4 , 1  
.急躁  3 , 4  
.有激情  2 , 4  
.活泼  2 , 1  
.喜欢让别人听自己的安排或指挥  3 , 6  
.心直口快  1 , 7  
.拘谨  6 , 6  
.对事物好奇  2 , 7  
.乐观  2 , 5  
.执著  6 , 1  
.稳重  2 , 3  
.浪漫  3 , 6  
.自私  2 , 3  
.固执己见  2 , 1  
.有主见  1 , 7  
.领导者  2 , 2  
.细心  1 , 5  
.理性  2 , 2  
.有耐心  7 , 6  
.对他人好奇  3 , 2  
.独立  2 , 4  
.善良  4 , 5  
.任性  1 , 7  
.爱发脾气  1 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  6   
,我总是试着去适应对方。  2   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  5   
,遇到问题时，我常常会感到束手无策。  2   
,我常常感到生活、工作有很大压力。  6   
,我擅长分析问题。  2   
,我的语言表达能力非常好。  3   
,我经常会拿不定主意，需要别人的指点。  2   
,从感情上接近他人对你来说是件很容易的事。  2   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  7   
,通常我坚持自己的意见和想法。  5   
,知难而退——遇到困难时我通常选择知难而退  5   
,当事情多发时，我一样可以从容应对。  2   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  3   
,我总是喜欢问为什么。  2   
,有冲突时，我总是试着妥善的解决。  5   
,当关系明确，我会对另一半敞开心扉。  1   
,我经常抱怨。  5   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  4   
,通常我愿意和别人讲道理。  4   
,当别人需要时，通常我愿意花时间帮助他们。  5   
,通常我能在交谈中抓住话题的要领。  7   
,我擅长制造浪漫。  7   
06  ---------------------------------人生价值观一---------------------------------------- 
