01  ---------------------------------账号信息---------------------------------------- 
账号  0011@qq.com 
姓名  希黎沫 っ 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  22 
体重  62 
身高  178 
月收入  19143 
住房情况  和家人同住 
职位  自由职业 
宗教信仰  其他宗教 
作息时间  夜猫子 
是否愿意去对方城市  视情况而定 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  2个 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  18,19 
身高范围  161,171 
对方教育程度  不限 
对方住房情况  单位宿舍 
对方地理位置  同乡 
对方婚姻状况  离异 
对方信仰范围  天主教 
是否接受他有小孩  否 
对方收入  4066 
04  ---------------------------------性格特点---------------------------------------- 
.外向  3 , 4  
.强势  3 , 4  
.聪明  4 , 4  
.敏感  1 , 4  
.感性  5 , 6  
.热情  2 , 4  
.较真儿  5 , 1  
.急躁  3 , 2  
.有激情  7 , 2  
.活泼  4 , 2  
.喜欢让别人听自己的安排或指挥  3 , 3  
.心直口快  1 , 3  
.拘谨  2 , 5  
.对事物好奇  5 , 2  
.乐观  2 , 4  
.执著  1 , 2  
.稳重  1 , 4  
.浪漫  2 , 7  
.自私  1 , 6  
.固执己见  6 , 6  
.有主见  4 , 1  
.领导者  5 , 4  
.细心  3 , 6  
.理性  1 , 5  
.有耐心  2 , 6  
.对他人好奇  3 , 4  
.独立  5 , 1  
.善良  4 , 7  
.任性  6 , 1  
.爱发脾气  3 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  6   
,我总是试着去适应对方。  2   
,我总是试着去了解对方。  6   
,我总是试着尊重他人不同意见。  2   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  5   
,我擅长分析问题。  7   
,我的语言表达能力非常好。  5   
,我经常会拿不定主意，需要别人的指点。  4   
,从感情上接近他人对你来说是件很容易的事。  1   
,对我而言，人们在情感方面接近我是困难的。  7   
,通常我会照顾别人的感受。  7   
,通常我坚持自己的意见和想法。  7   
,知难而退——遇到困难时我通常选择知难而退  3   
,当事情多发时，我一样可以从容应对。  2   
,我的理解能力很强，能迅速理解别人的意图  1   
,我很容易生气。  4   
,我总是喜欢问为什么。  4   
,有冲突时，我总是试着妥善的解决。  6   
,当关系明确，我会对另一半敞开心扉。  4   
,我经常抱怨。  3   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  2   
,通常我愿意和别人讲道理。  6   
,当别人需要时，通常我愿意花时间帮助他们。  3   
,通常我能在交谈中抓住话题的要领。  6   
,我擅长制造浪漫。  2   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  6   
`善良  4   
`积极进取  3   
`有同情心  3   
`工作勤奋、努力  1   
`喜欢冒险  3   
`有责任心  4   
`有社会责任感  7   
`有正义感  2   
`生活中我是个很现实的人。  2   
`尊重长辈  5   
`宽容  6   
`讲究生活品质  1   
`喜欢宠物  7   
`喜欢做家务  3   
`有时间观念  1   
`心态平和  2   
`心存感恩  1   
`异性朋友很多  3   
`沉迷于某件事  4   
`有事业心  6   
`渴望性生活  6   
`渴望被对方关注  4   
`经常感到无聊，无可事事。  1   
`慷慨大方  2   
`真诚  2   
`乐于助人  2   
`知足常乐  7   
`有计划的做事  5   
`喜欢按规则办事  1   
`有爱心  2   
