01  ---------------------------------账号信息---------------------------------------- 
账号  0205@qq.com 
姓名  七年痒@ 
性别  女 
婚姻状态  丧偶 
02  ---------------------------------个人资料---------------------------------------- 
年龄  36 
体重  59 
身高  155 
月收入  28433 
住房情况  单位宿舍 
职位  单位负责人 
宗教信仰  天主教 
作息时间  夜猫子 
是否愿意去对方城市  不愿意 
教育学历  硕士 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  4个及以上 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  39,46 
身高范围  162,172 
对方教育程度  高中(中专) 
对方住房情况  不限 
对方地理位置  国内 
对方婚姻状况  离异 
对方信仰范围  伊斯兰教 
是否接受他有小孩  视情况而定 
对方收入  2428 
04  ---------------------------------性格特点---------------------------------------- 
.外向  3 , 4  
.强势  7 , 7  
.聪明  6 , 6  
.敏感  6 , 3  
.感性  4 , 3  
.热情  1 , 2  
.较真儿  4 , 5  
.急躁  3 , 6  
.有激情  2 , 5  
.活泼  4 , 5  
.喜欢让别人听自己的安排或指挥  3 , 2  
.心直口快  3 , 6  
.拘谨  1 , 5  
.对事物好奇  1 , 1  
.乐观  1 , 7  
.执著  3 , 2  
.稳重  1 , 6  
.浪漫  2 , 4  
.自私  7 , 4  
.固执己见  6 , 1  
.有主见  2 , 2  
.领导者  2 , 2  
.细心  6 , 7  
.理性  5 , 4  
.有耐心  1 , 6  
.对他人好奇  1 , 7  
.独立  2 , 5  
.善良  7 , 2  
.任性  5 , 5  
.爱发脾气  7 , 5  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  1   
,我总是试着去适应对方。  5   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  1   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  1   
,我擅长分析问题。  2   
,我的语言表达能力非常好。  5   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  3   
,通常我坚持自己的意见和想法。  6   
,知难而退——遇到困难时我通常选择知难而退  4   
,当事情多发时，我一样可以从容应对。  4   
,我的理解能力很强，能迅速理解别人的意图  6   
,我很容易生气。  3   
,我总是喜欢问为什么。  5   
,有冲突时，我总是试着妥善的解决。  3   
,当关系明确，我会对另一半敞开心扉。  2   
,我经常抱怨。  6   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  5   
,通常我愿意和别人讲道理。  6   
,当别人需要时，通常我愿意花时间帮助他们。  3   
,通常我能在交谈中抓住话题的要领。  6   
,我擅长制造浪漫。  2   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  1   
`善良  3   
`积极进取  2   
`有同情心  1   
`工作勤奋、努力  5   
`喜欢冒险  1   
`有责任心  7   
`有社会责任感  3   
`有正义感  7   
`生活中我是个很现实的人。  4   
`尊重长辈  3   
`宽容  3   
`讲究生活品质  2   
`喜欢宠物  6   
`喜欢做家务  2   
`有时间观念  1   
`心态平和  3   
`心存感恩  4   
`异性朋友很多  6   
`沉迷于某件事  1   
`有事业心  7   
`渴望性生活  7   
`渴望被对方关注  1   
`经常感到无聊，无可事事。  4   
`慷慨大方  2   
`真诚  6   
`乐于助人  3   
`知足常乐  6   
`有计划的做事  5   
