01  ---------------------------------账号信息---------------------------------------- 
账号  0139@qq.com 
姓名  月晓潇 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  42 
体重  56 
身高  176 
月收入  11093 
住房情况  有房 
职位  务农 
宗教信仰  无宗教信仰 
作息时间  没规律 
是否愿意去对方城市  愿意 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  32,39 
身高范围  159,169 
对方教育程度  不限 
对方住房情况  租房 
对方地理位置  同省 
对方婚姻状况  离异 
对方信仰范围  佛教 
是否接受他有小孩  视情况而定 
对方收入  3196 
04  ---------------------------------性格特点---------------------------------------- 
.外向  1 , 5  
.强势  7 , 2  
.聪明  2 , 4  
.敏感  5 , 4  
.感性  4 , 6  
.热情  6 , 1  
.较真儿  7 , 3  
.急躁  6 , 1  
.有激情  2 , 5  
.活泼  7 , 5  
.喜欢让别人听自己的安排或指挥  7 , 2  
.心直口快  4 , 2  
.拘谨  5 , 6  
.对事物好奇  3 , 3  
.乐观  4 , 6  
.执著  5 , 1  
.稳重  3 , 1  
.浪漫  3 , 1  
.自私  1 , 7  
.固执己见  4 , 6  
.有主见  3 , 6  
.领导者  1 , 5  
.细心  5 , 3  
.理性  2 , 6  
.有耐心  7 , 6  
.对他人好奇  6 , 7  
.独立  6 , 6  
.善良  3 , 2  
.任性  3 , 4  
.爱发脾气  5 , 1  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  6   
,我总是试着去适应对方。  6   
,我总是试着去了解对方。  2   
,我总是试着尊重他人不同意见。  2   
,遇到问题时，我常常会感到束手无策。  5   
,我常常感到生活、工作有很大压力。  4   
,我擅长分析问题。  5   
,我的语言表达能力非常好。  7   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  2   
,通常我会照顾别人的感受。  6   
,通常我坚持自己的意见和想法。  3   
