01  ---------------------------------账号信息---------------------------------------- 
账号  0158@qq.com 
姓名  冷汐言 
性别  男 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  32 
体重  73 
身高  185 
月收入  14224 
住房情况  租房 
职位  单位负责人 
宗教信仰  无宗教信仰 
作息时间  夜猫子 
是否愿意去对方城市  不愿意 
教育学历  本科 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  独生子女 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  22,29 
身高范围  168,178 
对方教育程度  初中(及以下) 
对方住房情况  有房 
对方地理位置  同城 
对方婚姻状况  未婚 
对方信仰范围  无宗教信仰 
是否接受他有小孩  视情况而定 
对方收入  4077 
04  ---------------------------------性格特点---------------------------------------- 
.外向  6 , 2  
.强势  1 , 1  
.聪明  3 , 4  
.敏感  2 , 1  
.感性  1 , 2  
.热情  1 , 6  
.较真儿  5 , 7  
.急躁  6 , 3  
.有激情  5 , 6  
.活泼  2 , 1  
.喜欢让别人听自己的安排或指挥  4 , 3  
.心直口快  4 , 5  
.拘谨  6 , 4  
.对事物好奇  1 , 5  
.乐观  4 , 3  
.执著  5 , 3  
.稳重  1 , 3  
.浪漫  3 , 1  
.自私  4 , 1  
.固执己见  4 , 6  
.有主见  4 , 1  
.领导者  7 , 1  
.细心  6 , 7  
.理性  4 , 4  
.有耐心  3 , 4  
.对他人好奇  7 , 6  
.独立  4 , 2  
.善良  6 , 7  
.任性  1 , 4  
.爱发脾气  5 , 4  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  6   
,我总是试着去适应对方。  7   
,我总是试着去了解对方。  1   
,我总是试着尊重他人不同意见。  5   
,遇到问题时，我常常会感到束手无策。  3   
,我常常感到生活、工作有很大压力。  4   
,我擅长分析问题。  5   
,我的语言表达能力非常好。  3   
,我经常会拿不定主意，需要别人的指点。  6   
,从感情上接近他人对你来说是件很容易的事。  1   
,对我而言，人们在情感方面接近我是困难的。  6   
,通常我会照顾别人的感受。  1   
,通常我坚持自己的意见和想法。  2   
,知难而退——遇到困难时我通常选择知难而退  2   
,当事情多发时，我一样可以从容应对。  3   
,我的理解能力很强，能迅速理解别人的意图  6   
,我很容易生气。  7   
,我总是喜欢问为什么。  4   
,有冲突时，我总是试着妥善的解决。  5   
,当关系明确，我会对另一半敞开心扉。  2   
,我经常抱怨。  4   
,我喜欢心爱的人对我撒娇。;我喜欢对心爱的人撒娇。  6   
,通常我愿意和别人讲道理。  6   
,当别人需要时，通常我愿意花时间帮助他们。  7   
,通常我能在交谈中抓住话题的要领。  5   
,我擅长制造浪漫。  3   
06  ---------------------------------人生价值观一---------------------------------------- 
`忠诚  6   
`善良  7   
`积极进取  2   
`有同情心  5   
