01  ---------------------------------账号信息---------------------------------------- 
账号  0204@qq.com 
姓名  游离者 
性别  女 
婚姻状态  离婚 
02  ---------------------------------个人资料---------------------------------------- 
年龄  26 
体重  50 
身高  164 
月收入  26670 
住房情况  和家人同住 
职位  单位职员 
宗教信仰  天主教 
作息时间  早睡早起 
是否愿意去对方城市  愿意 
教育学历  大专 
家乡  江苏 南京 
现居住地  江苏 南京 
兄弟姐妹几人  4个及以上 
03  ---------------------------------择偶要求---------------------------------------- 
年龄范围  29,36 
身高范围  171,181 
对方教育程度  硕士 
对方住房情况  购房按揭中 
对方地理位置  同乡 
对方婚姻状况  丧偶 
对方信仰范围  基督教 
是否接受他有小孩  是 
对方收入  2771 
04  ---------------------------------性格特点---------------------------------------- 
.外向  6 , 3  
.强势  5 , 4  
.聪明  1 , 7  
.敏感  1 , 3  
.感性  4 , 1  
.热情  3 , 2  
.较真儿  1 , 3  
.急躁  4 , 1  
.有激情  7 , 7  
.活泼  4 , 4  
.喜欢让别人听自己的安排或指挥  7 , 7  
.心直口快  4 , 1  
.拘谨  5 , 3  
.对事物好奇  3 , 7  
.乐观  2 , 3  
.执著  7 , 2  
.稳重  7 , 3  
.浪漫  3 , 4  
.自私  1 , 5  
.固执己见  6 , 4  
.有主见  4 , 5  
.领导者  2 , 5  
.细心  3 , 2  
.理性  1 , 2  
.有耐心  1 , 4  
.对他人好奇  6 , 4  
.独立  4 , 1  
.善良  3 , 1  
.任性  2 , 7  
.爱发脾气  6 , 7  
05  ---------------------------------关系互动---------------------------------------- 
,我喜欢换位思考，用对方的立场、角度去理解和思考。  4   
,我总是试着去适应对方。  4   
,我总是试着去了解对方。  4   
,我总是试着尊重他人不同意见。  3   
,遇到问题时，我常常会感到束手无策。  7   
,我常常感到生活、工作有很大压力。  2   
,我擅长分析问题。  1   
,我的语言表达能力非常好。  2   
,我经常会拿不定主意，需要别人的指点。  3   
,从感情上接近他人对你来说是件很容易的事。  3   
,对我而言，人们在情感方面接近我是困难的。  5   
